identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
pedal-to-the-metal-red,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC011-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,2.0,,881,en,,Arcane Rising,Regular,{},ARC011,011,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-red,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC011-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,2.0,,1298,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC011-RF,011,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-red,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC011-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,2.0,,1299,en,,Arcane Rising Unlimited,Regular,{},U-ARC011,011,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-red,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC011-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,5.0,3.0,2.0,,11729,en,,History Pack 1,Regular,{},1HP196,196,1hp,History Pack 1,2021-05-07,False,,
pedal-to-the-metal-yellow,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC012-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,2.0,,882,en,,Arcane Rising,Rainbow foil,{},ARC012-RF,012,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-yellow,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC012-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,2.0,,883,en,,Arcane Rising,Regular,{},ARC012,012,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-yellow,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC012-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,2.0,,1300,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC012-RF,012,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-yellow,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC012-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,2.0,,1301,en,,Arcane Rising Unlimited,Regular,{},U-ARC012,012,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-yellow,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC012-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,4.0,3.0,2.0,,11730,en,,History Pack 1,Regular,{},1HP197,197,1hp,History Pack 1,2021-05-07,False,,
pedal-to-the-metal-blue,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC013-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,2.0,,884,en,,Arcane Rising,Rainbow foil,{},ARC013-RF,013,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-blue,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC013-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,2.0,,885,en,,Arcane Rising,Regular,{},ARC013,013,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-blue,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC013-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,2.0,,1302,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC013-RF,013,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-blue,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC013-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,2.0,,1303,en,,Arcane Rising Unlimited,Regular,{},U-ARC013,013,arc,Arcane Rising,2020-03-27,True,True,
pedal-to-the-metal-blue,Pedal to the Metal,[],"['mechanologist', 'action', 'attack']","If Pedal to the Metal hits, your next attack this turn gains **dominate**. *(The defending hero can't defend the attack with more than 1 card from their hand.)*

**Boost**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC013-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,3.0,3.0,2.0,,11731,en,,History Pack 1,Regular,{},1HP198,198,1hp,History Pack 1,2021-05-07,False,,
pour-the-mold-red,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [2 Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC014-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,886,en,,Arcane Rising,Rainbow foil,{},ARC014-RF,014,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-red,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [2 Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC014-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,887,en,,Arcane Rising,Regular,{},ARC014,014,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-red,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [2 Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC014-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,1304,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC014-RF,014,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-red,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [2 Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC014-RF.png?w=400&fit=clip&auto=compress,format",1.0,,,,3.0,0.0,,1305,en,,Arcane Rising Unlimited,Regular,{},U-ARC014,014,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-yellow,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC015-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,888,en,,Arcane Rising,Rainbow foil,{},ARC015-RF,015,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-yellow,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC015-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,889,en,,Arcane Rising,Regular,{},ARC015,015,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-yellow,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC015-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,1306,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC015-RF,015,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-yellow,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost [Resource] or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC015-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,1307,en,,Arcane Rising Unlimited,Regular,{},U-ARC015,015,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-blue,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost 0 or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC016-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,890,en,,Arcane Rising,Rainbow foil,{},ARC016-RF,016,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-blue,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost 0 or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC016-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,891,en,,Arcane Rising,Regular,{},ARC016,016,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-blue,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost 0 or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC016-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,1308,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC016-RF,016,arc,Arcane Rising,2020-03-27,True,True,
pour-the-mold-blue,Pour the Mold,[],"['mechanologist', 'action']","Put a Mechanologist item with cost 0 or less from your hand into the arena.

If you have **boosted** this turn, put a steam counter on it.

**Go again**",Rare,"https://fabdb2.imgix.net/cards/printings/ARC016-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,3.0,0.0,,1309,en,,Arcane Rising Unlimited,Regular,{},U-ARC016,016,arc,Arcane Rising,2020-03-27,True,True,
aether-sink-yellow,Aether Sink,[],"['mechanologist', 'action', 'item']","Aether Sink enters the arena with a steam counter on it.

**Action** - [Resource]: If there are no steam counters on Aether Sink, put a steam counter on it. **Go again**

**Instant** - Remove a steam counter from Aether Sink: Aether Sink gains **Arcane Barrier 2** until end of turn. *(If your hero would be dealt arcane damage, you may pay [2 Resource]) instead. If you do, prevent 2 arcane damage that source would deal.)*",Rare,"https://fabdb2.imgix.net/cards/printings/ARC017-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,,1.0,,892,en,,Arcane Rising,Rainbow foil,{},ARC017-RF,017,arc,Arcane Rising,2020-03-27,True,True,
aether-sink-yellow,Aether Sink,[],"['mechanologist', 'action', 'item']","Aether Sink enters the arena with a steam counter on it.

**Action** - [Resource]: If there are no steam counters on Aether Sink, put a steam counter on it. **Go again**

**Instant** - Remove a steam counter from Aether Sink: Aether Sink gains **Arcane Barrier 2** until end of turn. *(If your hero would be dealt arcane damage, you may pay [2 Resource]) instead. If you do, prevent 2 arcane damage that source would deal.)*",Rare,"https://fabdb2.imgix.net/cards/printings/ARC017-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,,1.0,,893,en,,Arcane Rising,Regular,{},ARC017,017,arc,Arcane Rising,2020-03-27,True,True,
aether-sink-yellow,Aether Sink,[],"['mechanologist', 'action', 'item']","Aether Sink enters the arena with a steam counter on it.

**Action** - [Resource]: If there are no steam counters on Aether Sink, put a steam counter on it. **Go again**

**Instant** - Remove a steam counter from Aether Sink: Aether Sink gains **Arcane Barrier 2** until end of turn. *(If your hero would be dealt arcane damage, you may pay [2 Resource]) instead. If you do, prevent 2 arcane damage that source would deal.)*",Rare,"https://fabdb2.imgix.net/cards/printings/ARC017-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,,1.0,,1310,en,,Arcane Rising Unlimited,Rainbow foil,{},U-ARC017-RF,017,arc,Arcane Rising,2020-03-27,True,True,
aether-sink-yellow,Aether Sink,[],"['mechanologist', 'action', 'item']","Aether Sink enters the arena with a steam counter on it.

**Action** - [Resource]: If there are no steam counters on Aether Sink, put a steam counter on it. **Go again**

**Instant** - Remove a steam counter from Aether Sink: Aether Sink gains **Arcane Barrier 2** until end of turn. *(If your hero would be dealt arcane damage, you may pay [2 Resource]) instead. If you do, prevent 2 arcane damage that source would deal.)*",Rare,"https://fabdb2.imgix.net/cards/printings/ARC017-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,,1.0,,1311,en,,Arcane Rising Unlimited,Regular,{},U-ARC017,017,arc,Arcane Rising,2020-03-27,True,True,
aether-sink-yellow,Aether Sink,[],"['mechanologist', 'action', 'item']","Aether Sink enters the arena with a steam counter on it.

**Action** - [Resource]: If there are no steam counters on Aether Sink, put a steam counter on it. **Go again**

**Instant** - Remove a steam counter from Aether Sink: Aether Sink gains **Arcane Barrier 2** until end of turn. *(If your hero would be dealt arcane damage, you may pay [2 Resource]) instead. If you do, prevent 2 arcane damage that source would deal.)*",Rare,"https://fabdb2.imgix.net/cards/printings/ARC017-RF.png?w=400&fit=clip&auto=compress,format",2.0,,,,,1.0,,12615,en,,History Pack 1,Regular,{},1HP199,199,1hp,History Pack 1,2021-05-07,False,,
cognition-nodes-blue,Cognition Nodes,[],"['mechanologist', 'action', 'item']","**Action** - [Resource]: If there are no steam counters on Cognition Nodes, put a steam counter on it. **Go again**

**Once per turn Attack Reaction** - Remove a steam counter from Cognition Nodes: Target attack action card gains “If this hits, put it on the bottom of your deck.”",Rare,"https://fabdb2.imgix.net/cards/printings/ARC018-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,,1.0,,894,en,,Arcane Rising,Rainbow foil,{},ARC018-RF,018,arc,Arcane Rising,2020-03-27,True,True,
cognition-nodes-blue,Cognition Nodes,[],"['mechanologist', 'action', 'item']","**Action** - [Resource]: If there are no steam counters on Cognition Nodes, put a steam counter on it. **Go again**

**Once per turn Attack Reaction** - Remove a steam counter from Cognition Nodes: Target attack action card gains “If this hits, put it on the bottom of your deck.”",Rare,"https://fabdb2.imgix.net/cards/printings/ARC018-RF.png?w=400&fit=clip&auto=compress,format",3.0,,,,,1.0,,895,en,,Arcane Rising,Regular,{},ARC018,018,arc,Arcane Rising,2020-03-27,True,True,
