product,rarity,number,market price,listed median
Inertia,Token,OUT236,$0.17,—
Inertia // Spider's Bite,Token,OUT236 // OUT004,—,—
Inertia Trap (Red),Common,OUT173,$0.09,—
Infect (Blue),Common,OUT026,$0.09,—
Infect (Red),Common,OUT024,$0.09,—
Infect (Yellow),Common,OUT025,$0.07,—
Infecting Shot (Blue),Common,OUT120,$0.11,—
Infecting Shot (Red),Common,OUT118,$0.14,—
Infecting Shot (Yellow),Common,OUT119,$0.08,—
Infectious Host (Blue),Rare,OUT194,$0.16,—
Infectious Host (Red),Rare,OUT192,$0.14,—
Infectious Host (Yellow),Rare,OUT193,$0.17,—
Infiltrate,Majestic,OUT012,$1.21,—
Isolate (Blue),Common,OUT029,$0.08,—
Isolate (Red),Common,OUT027,$0.08,—
Isolate (Yellow),Common,OUT028,$0.08,—
Katsu,Token,OUT046,$0.12,—
"Katsu // Benji, the Piercing Wind",Token,OUT046 // OUT047,—,—
"Katsu, the Wanderer",Token,OUT045,$0.49,—
"Katsu, the Wanderer // Ponder",Token,OUT045 // OUT237,—,—
Knives Out,Majestic,OUT144,$0.64,—
Lace with Bloodrot (Red),Rare,OUT112,$0.21,—
Lace with Frailty (Red),Rare,OUT113,$0.15,—
Lace with Inertia (Red),Rare,OUT114,$0.15,—
Looking for a Scrap (Blue),Rare,OUT197,$0.14,—
Looking for a Scrap (Red),Rare,OUT195,$0.12,—
Looking for a Scrap (Yellow),Rare,OUT196,$0.15,—
Malign (Blue),Common,OUT032,$0.10,—
Malign (Red),Common,OUT030,$0.07,—
Malign (Yellow),Common,OUT031,$0.11,—
Mask of Malicious Manifestations,Common,OUT157,$0.08,—
Mask of Many Faces,Common,OUT049,$0.13,—
Mask of Shifting Perspectives,Common,OUT140,$0.09,—
Melting Point,Majestic,OUT105,$1.70,—
Murkmire Grapnel (Blue),Common,OUT123,$0.08,—
Murkmire Grapnel (Red),Common,OUT121,$0.10,—
Murkmire Grapnel (Yellow),Common,OUT122,$0.06,—
Nerve Scalpel,Majestic,OUT005,$3.48,—
Nerve Scalpel (OUT006),Majestic,OUT006,$2.74,—
One-Two Punch (Blue),Common,OUT082,$0.06,—
One-Two Punch (Red),Common,OUT080,$0.11,—
One-Two Punch (Yellow),Common,OUT081,$0.06,—
Orbitoclast,Majestic,OUT007,$3.11,—
Orbitoclast (OUT008),Majestic,OUT008,$2.27,—
Peace of Mind (Blue),Common,OUT233,$0.11,—
Peace of Mind (Red),Common,OUT231,$0.11,—
Peace of Mind (Yellow),Common,OUT232,$0.13,—
Pendulum Trap (Yellow),Rare,OUT107,$0.11,—
Plague Hive,Fabled,OUT000,$333.70,—
Plunge (Blue),Common,OUT153,$0.17,—
Plunge (Red),Common,OUT151,$0.10,—
Plunge (Yellow),Common,OUT152,$0.09,—
Ponder,Token,OUT237,$0.23,—
Premeditate,Majestic,OUT188,$18.87,—
Prowl (Blue),Common,OUT035,$0.07,—
Prowl (Red),Common,OUT033,$0.07,—
Prowl (Yellow),Common,OUT034,$0.08,—
Quiver of Abyssal Depths,Legendary,OUT095,$42.17,—
Quiver of Rustling Leaves,Majestic,OUT096,$1.31,—
Ravenous Rabble (Blue),Common,OUT215,$0.25,—
Ravenous Rabble (Red),Common,OUT213,$0.10,—
Ravenous Rabble (Yellow),Common,OUT214,$0.14,—
Razor's Edge (Blue),Common,OUT044,$0.09,—
Razor's Edge (Red),Common,OUT042,$0.08,—
Razor's Edge (Yellow),Common,OUT043,$0.11,—
Recoil (Blue),Rare,OUT061,$0.14,—
Recoil (Red),Rare,OUT059,$0.13,—
Recoil (Yellow),Rare,OUT060,$0.10,—
Redback Shroud,Legendary,OUT011,$82.45,—
Redback Shroud (Extended Art),Legendary,OUT011,$232.28,—
Riptide,Token,OUT092,$0.18,—
"Riptide, Lurker of the Deep",Token,OUT091,$0.19,—
Scale Peeler,Majestic,OUT009,$2.11,—
Scale Peeler (OUT010),Majestic,OUT010,$1.35,—
Scout the Periphery (Blue),Common,OUT227,$0.11,—
Scout the Periphery (Red),Common,OUT225,$0.09,—
Scout the Periphery (Yellow),Common,OUT226,$0.12,—
Sedate (Blue),Common,OUT038,$0.08,—
Sedate (Red),Common,OUT036,$0.07,—
Sedate (Yellow),Common,OUT037,$0.10,—
Sedation Shot (Blue),Common,OUT126,$0.08,—
Sedation Shot (Red),Common,OUT124,$0.06,—
Sedation Shot (Yellow),Common,OUT125,$0.12,—
Seek Horizon (Blue),Common,OUT218,$0.15,—
Seek Horizon (Red),Common,OUT216,$0.09,—
Seek Horizon (Yellow),Common,OUT217,$0.12,—
Seeker's Gilet,Common,OUT176,$0.19,—
Seeker's Hood,Common,OUT175,$0.15,—
Seeker's Leggings,Common,OUT178,$0.11,—
Seeker's Mitts,Common,OUT177,$0.14,—
Shake Down,Majestic,OUT013,$5.51,—
Short and Sharp (Blue),Common,OUT156,$0.09,—
Short and Sharp (Red),Common,OUT154,$0.06,—
Short and Sharp (Yellow),Common,OUT155,$0.14,—
Silken Gi,Common,OUT179,$0.11,—
Silverwind Shuriken,Majestic,OUT054,$0.33,—
Skybound Shot (Blue),Common,OUT129,$0.08,—
Skybound Shot (Red),Common,OUT127,$0.07,—
Skybound Shot (Yellow),Common,OUT128,$0.07,—
Sneak Attack (Blue),Rare,OUT020,$0.14,—
Sneak Attack (Red),Rare,OUT018,$0.13,—
Sneak Attack (Yellow),Rare,OUT019,$0.16,—
Spider's Bite,Token,OUT004,$0.14,—
Spike Pit Trap,Majestic,OUT104,$1.77,—
Spike with Bloodrot (Red),Rare,OUT021,$0.17,—
Spike with Frailty,Rare,OUT022,$0.11,—
Spike with Inertia,Rare,OUT023,$0.12,—
Spinning Wheel Kick (Blue),Rare,OUT064,$0.12,—
Spinning Wheel Kick (Red),Rare,OUT062,$0.16,—
Spinning Wheel Kick (Yellow),Rare,OUT063,$0.12,—
Spire Sniping (Blue),Common,OUT132,$0.08,—
Spire Sniping (Red),Common,OUT130,$0.07,—
Spire Sniping (Yellow),Common,OUT131,$0.09,—
Spreading Plague,Majestic,OUT014,$1.60,—
Spring Load (Blue),Common,OUT221,$0.05,—
Spring Load (Red),Common,OUT219,$0.09,—
Spring Load (Yellow),Common,OUT220,$0.08,—
Stab Wound,Majestic,OUT142,$0.70,—
Surging Strike (Blue),Common,OUT085,$0.05,—
Surging Strike (Red),Common,OUT083,$0.08,—
Surging Strike (Yellow),Common,OUT084,$0.09,—
Tarpit Trap (Yellow),Rare,OUT108,$0.11,—
Threadbare Tunic,Common,OUT180,$0.09,—
Toxic Tips,Common,OUT158,$0.12,—
Toxicity (Blue),Rare,OUT167,$0.16,—
Toxicity (Red),Rare,OUT165,$0.13,—
Toxicity (Yellow),Rare,OUT166,$0.10,—
Trench of Sunken Treasure,Legendary,OUT094,$59.80,—
Trench of Sunken Treasure (Extended Art),Legendary,OUT094,$199.22,—
Twin Twisters (Blue),Common,OUT088,$0.13,—
Twin Twisters (Red),Common,OUT086,$0.11,—
Twin Twisters (Yellow),Common,OUT087,$0.12,—
Uzuri,Token,OUT002,$0.17,—
"Uzuri, Switchblade",Token,OUT001,$0.20,—
"Uzuri, Switchblade // Ponder",Token,OUT001 // OUT237,$2.97,—
Vambrace of Determination,Legendary,OUT174,$98.07,—
Virulent Touch (Blue),Common,OUT170,$0.07,—
Virulent Touch (Red),Common,OUT168,$0.08,—
Virulent Touch (Yellow),Common,OUT169,$0.12,—
Visit the Floating Dojo,Majestic,OUT055,$1.01,—
Wander With Purpose,Majestic,OUT053,$0.61,—
Wayfinder's Crest,Common,OUT099,$0.11,—
Widowmaker (Blue),Common,OUT135,$0.09,—
Widowmaker (Red),Common,OUT133,$0.09,—
Widowmaker (Yellow),Common,OUT134,$0.15,—
Wither (Blue),Common,OUT041,$0.09,—
Wither (Red),Common,OUT039,$0.08,—
Wither (Yellow),Common,OUT040,$0.09,—
Withering Shot (Blue),Common,OUT138,$0.06,—
Withering Shot (Red),Common,OUT136,$0.09,—
Withering Shot (Yellow),Common,OUT137,$0.10,—
Wreck Havoc (Blue),Rare,OUT200,$0.15,—
Wreck Havoc (Red),Rare,OUT198,$0.16,—
Wreck Havoc (Yellow),Rare,OUT199,$0.12,—
Aether Quickening (Blue),Rare,DYN199,$0.19,—
Aether Quickening (Red),Rare,DYN197,$0.20,—
Aether Quickening (Yellow),Rare,DYN198,$0.08,—
Aether Slash (Blue),Common,DYN184,$0.05,—
Aether Slash (Red),Common,DYN182,$0.09,—
Aether Slash (Yellow),Common,DYN183,$0.06,—
Amethyst Tiara,Majestic,DYN171,$0.56,—
Amethyst Tiara (Marvel),Marvel,DYN171,$50.65,—
Annals of Sutcliffe,Rare,DYN172,$0.17,—
Annihilate the Armed (Blue),Common,DYN135,$0.12,—
Annihilate the Armed (Red),Common,DYN133,$0.12,—
Annihilate the Armed (Yellow),Common,DYN134,$0.08,—
Arakni,Rare,DYN114,$0.14,—
"Arakni, Huntsman",Majestic,DYN113,$0.25,—
Beaten Trackers,Rare,DYN006,$0.18,—
Berserk,Majestic,DYN009,$1.15,—
Bios Update,Majestic,DYN091,$1.29,—
Blacktek Whisperers,Legendary,DYN117,$166.53,—
Blazen Yoroi,Majestic,DYN045,$0.89,—
Blazen Yoroi (Marvel),Marvel,DYN045,$45.37,—
Blessing of Aether (Blue),Rare,DYN202,$0.08,—
Blessing of Aether (Red),Rare,DYN200,$0.11,—
Blessing of Aether (Yellow),Rare,DYN201,$0.05,—
Blessing of Focus (Blue),Rare,DYN161,$0.17,—
Blessing of Focus (Red),Rare,DYN159,$0.09,—
Blessing of Focus (Yellow),Rare,DYN160,$0.11,—
Blessing of Ingenuity (Blue),Rare,DYN100,$0.07,—
Blessing of Ingenuity (Red),Rare,DYN098,$0.10,—
Blessing of Ingenuity (Yellow),Rare,DYN099,$0.07,—
Blessing of Occult (Blue),Rare,DYN181,$0.07,—
Blessing of Occult (Red),Rare,DYN179,$0.13,—
Blessing of Occult (Yellow),Rare,DYN180,$0.10,—
Blessing of Patience (Blue),Rare,DYN035,$0.07,—
Blessing of Patience (Red),Rare,DYN033,$0.10,—
Blessing of Patience (Yellow),Rare,DYN034,$0.07,—
Blessing of Qi (Blue),Rare,DYN055,$0.07,—
Blessing of Qi (Red),Rare,DYN053,$0.09,—
Blessing of Qi (Yellow),Rare,DYN054,$0.07,—
Blessing of Savagery (Blue),Rare,DYN015,$0.08,—
Blessing of Savagery (Red),Rare,DYN013,$0.10,—
Blessing of Savagery (Yellow),Rare,DYN014,$0.12,—
Blessing of Spirits (Blue),Rare,DYN220,$0.08,—
Blessing of Spirits (Red),Rare,DYN218,$0.10,—
Blessing of Spirits (Yellow),Rare,DYN219,$0.09,—
Blessing of Steel (Blue),Rare,DYN075,$0.09,—
Blessing of Steel (Red),Rare,DYN073,$0.13,—
Blessing of Steel (Yellow),Rare,DYN074,$0.10,—
Brainstorm,Majestic,DYN196,$0.21,—
Buckle,Majestic,DYN028,$3.56,—
Celestial Kimono,Majestic,DYN213,$0.84,—
Celestial Kimono (Marvel),Marvel,DYN213,$92.39,—
Cleave,Majestic,DYN071,$0.62,—
Command and Conquer,Fabled,DYN000,$649.92,—
Construct Nitro Mechanoid // Nitro Mechanoid,Majestic,DYN092,$22.89,—
Construct Nitro Mechanoid // Nitro Mechanoid (Marvel),Marvel,DYN092,$147.72,—
Crankshaft (Blue),Common,DYN103,$0.10,—
Crankshaft (Red),Common,DYN101,$0.10,—
Crankshaft (Yellow),Common,DYN102,$0.08,—
Crouching Tiger,Common,DYN065,$0.17,—
Crouching Tiger (Marvel),Marvel,DYN065,$21.59,—
Crown of Dominion,Legendary,DYN234,$57.01,—
Crown of Dominion (Marvel),Marvel,DYN234,$197.07,—
Cryptic Crossing,Majestic,DYN173,$0.67,—
Cut to the Chase (Blue),Common,DYN150,$0.09,—
Cut to the Chase (Red),Common,DYN148,$0.11,—
Cut to the Chase (Yellow),Common,DYN149,$0.08,—
Dead Eye,Majestic,DYN155,$1.57,—
Deathly Duet (Blue),Rare,DYN178,$0.18,—
Deathly Duet (Red),Rare,DYN176,$0.21,—
Deathly Duet (Yellow),Rare,DYN177,$0.08,—
Diabolic Ultimatum,Majestic,DYN174,$0.37,—
Drill Shot (Blue),Rare,DYN158,$0.19,—
Drill Shot (Red),Rare,DYN156,$0.47,—
Drill Shot (Yellow),Rare,DYN157,$0.13,—
Dust from the Golden Plains,Majestic,DYN002,$0.44,—
Dust from the Red Desert,Majestic,DYN003,$0.79,—
Dust from the Shadow Crypts,Majestic,DYN004,$0.48,—
"Emperor, Dracai of Aesir",Legendary,DYN001,$44.03,—
"Emperor, Dracai of Aesir (Marvel)",Marvel,DYN001,$917.73,—
Eradicate,Majestic,DYN119,$2.68,—
Felling Swing (Blue),Common,DYN084,$0.13,—
Felling Swing (Red),Common,DYN082,$0.14,—
Felling Swing (Yellow),Common,DYN083,$0.09,—
Fleece the Frail (Blue),Common,DYN138,$0.09,—
Fleece the Frail (Red),Common,DYN136,$0.10,—
Fleece the Frail (Yellow),Common,DYN137,$0.07,—
Flex Claws (Blue),Rare,DYN052,$0.11,—
Flex Claws (Red),Rare,DYN050,$0.12,—
Flex Claws (Yellow),Rare,DYN051,$0.11,—
Galvanic Bender,Rare,DYN089,$0.15,—
Gold,Common,DYN243,$0.23,—
Hanabi Blaster,Majestic,DYN088,$1.51,—
Hanabi Blaster (Marvel),Marvel,DYN088,$84.81,—
Heat Seeker,Majestic,DYN153,$1.37,—
Hemorrhage Bore (Blue),Common,DYN164,$0.09,—
Hemorrhage Bore (Red),Common,DYN162,$0.14,—
Hemorrhage Bore (Yellow),Common,DYN163,$0.07,—
Hornet's Sting,Rare,DYN152,$0.17,—
Hyper Driver (Blue),Common,DYN112,$0.11,—
Hyper Driver (Red),Common,DYN110,$0.10,—
Hyper Driver (Yellow),Common,DYN111,$0.10,—
Immobilizing Shot,Majestic,DYN154,$1.47,—
Imperial Edict,Majestic,DYN240,$0.94,—
Imperial Ledger,Majestic,DYN241,$0.57,—
Imperial Warhorn,Majestic,DYN242,$0.91,—
"Invoke Suraya // Suraya, Archangel of Knowledge",Legendary,DYN212,$95.95,—
"Invoke Suraya // Suraya, Archangel of Knowledge (Marvel)",Marvel,DYN212,$456.74,—
Ironsong Pride,Majestic,DYN072,$1.71,—
Ironsong Pride (Extended Art),Majestic,DYN072,$40.19,—
"Jubeel, Spellbane",Majestic,DYN067,$1.19,—
Jump Start (Blue),Common,DYN106,$0.09,—
Jump Start (Red),Common,DYN104,$0.09,—
Jump Start (Yellow),Common,DYN105,$0.09,—
Leave No Witnesses,Majestic,DYN120,$9.04,—
Long Shot (Blue),Common,DYN167,$0.08,—
Long Shot (Red),Common,DYN165,$0.09,—
Long Shot (Yellow),Common,DYN166,$0.09,—
Looming Doom,Majestic,DYN175,$1.05,—
Looming Doom (Extended Art),Majestic,DYN175,$33.25,—
Madcap Charger (Blue),Common,DYN018,$0.12,—
Madcap Charger (Red),Common,DYN016,$0.11,—
Madcap Charger (Yellow),Common,DYN017,$0.10,—
Madcap Muscle (Blue),Common,DYN021,$0.12,—
Madcap Muscle (Red),Common,DYN019,$0.11,—
Madcap Muscle (Yellow),Common,DYN020,$0.11,—
Mask of Perdition,Majestic,DYN118,$5.11,—
Merciless Battleaxe,Majestic,DYN068,$0.97,—
Merciless Battleaxe (Marvel),Marvel,DYN068,$49.38,—
Mind Warp,Majestic,DYN194,$0.65,—
Mindstate of Tiger,Majestic,DYN048,$0.60,—
Never Yield,Majestic,DYN029,$0.47,—
Nix the Nimble (Blue),Common,DYN141,$0.07,—
Nix the Nimble (Red),Common,DYN139,$0.09,—
Nix the Nimble (Yellow),Common,DYN140,$0.04,—
Ornate Tessen,Rare,DYN235,$0.14,—
Pay Day,Majestic,DYN123,$0.49,—
Phantasmal Symbiosis,Majestic,DYN215,$0.90,—
Plasma Mainline,Majestic,DYN093,$1.92,—
Plunder the Poor (Blue),Rare,DYN126,$0.12,—
Plunder the Poor (Red),Rare,DYN124,$0.23,—
Plunder the Poor (Yellow),Rare,DYN125,$0.12,—
Point the Tip (Blue),Common,DYN170,$0.10,—
Point the Tip (Red),Common,DYN168,$0.09,—
Point the Tip (Yellow),Common,DYN169,$0.11,—
Ponder,Common,DYN244,$0.13,—
Pouncing Qi (Blue),Common,DYN058,$0.10,—
Pouncing Qi (Red),Common,DYN056,$0.10,—
Pouncing Qi (Yellow),Common,DYN057,$0.09,—
Powder Keg,Majestic,DYN094,$0.89,—
Precision Press (Blue),Rare,DYN078,$0.26,—
Precision Press (Red),Rare,DYN076,$0.12,—
Precision Press (Yellow),Rare,DYN077,$0.13,—
Predatory Streak (Blue),Common,DYN064,$0.09,—
Predatory Streak (Red),Common,DYN062,$0.11,—
Predatory Streak (Yellow),Common,DYN063,$0.09,—
Prognosticate (Blue),Common,DYN205,$0.11,—
Prognosticate (Red),Common,DYN203,$0.11,—
Prognosticate (Yellow),Common,DYN204,$0.11,—
Pulsewave Harpoon,Majestic,DYN090,$7.61,—
Puncture (Blue),Common,DYN081,$0.12,—
Puncture (Red),Common,DYN079,$0.14,—
Puncture (Yellow),Common,DYN080,$0.09,—
Qi Unleashed (Blue),Common,DYN061,$0.07,—
Qi Unleashed (Red),Common,DYN059,$0.10,—
Qi Unleashed (Yellow),Common,DYN060,$0.09,—
Quicksilver Dagger (DYN069),Rare,DYN069,$0.14,—
Quicksilver Dagger (DYN070),Rare,DYN070,$0.07,—
Regicide,Majestic,DYN121,$0.28,—
Regicide (Extended Art),Majestic,DYN121,$11.52,—
Reincarnate (Blue),Rare,DYN012,$0.11,—
Reincarnate (Red),Rare,DYN010,$0.13,—
Reincarnate (Yellow),Rare,DYN011,$0.21,—
Reinforce Steel (Blue),Common,DYN041,$0.09,—
Reinforce Steel (Red),Common,DYN039,$0.07,—
Reinforce Steel (Yellow),Common,DYN040,$0.06,—
Roar of the Tiger,Majestic,DYN049,$0.89,—
Rob the Rich (Blue),Rare,DYN129,$0.16,—
Rob the Rich (Red),Rare,DYN127,$0.16,—
Rob the Rich (Yellow),Rare,DYN128,$0.10,—
Rok,Majestic,DYN005,$0.71,—
Rok (Marvel),Marvel,DYN005,$56.17,—
Rumble Grunting (Blue),Common,DYN024,$0.12,—
Rumble Grunting (Red),Common,DYN022,$0.12,—
Rumble Grunting (Yellow),Common,DYN023,$0.12,—
Runechant,Common,DYN191,$0.12,—
Runic Reaping (Blue),Common,DYN187,$0.06,—
Runic Reaping (Red),Common,DYN185,$0.09,—
Runic Reaping (Yellow),Common,DYN186,$0.08,—
Sack the Shifty (Blue),Common,DYN144,$0.09,—
Sack the Shifty (Red),Common,DYN142,$0.09,—
Sack the Shifty (Yellow),Common,DYN143,$0.08,—
Sandscour Greatbow,Majestic,DYN151,$1.24,—
Sandscour Greatbow (Marvel),Marvel,DYN151,$128.45,—
Sap (Blue),Common,DYN208,$0.09,—
Sap (Red),Common,DYN206,$0.10,—
Sap (Yellow),Common,DYN207,$0.09,—
Savage Beatdown,Majestic,DYN007,$0.93,—
Scramble Pulse (Blue),Rare,DYN097,$0.09,—
Scramble Pulse (Red),Rare,DYN095,$0.14,—
Scramble Pulse (Yellow),Rare,DYN096,$0.07,—
Seasoned Saviour,Majestic,DYN026,$0.67,—
Seasoned Saviour (Marvel),Marvel,DYN026,$39.20,—
Seerstone,Rare,DYN193,$0.10,—
Shield Bash (Blue),Rare,DYN032,$0.09,—
Shield Bash (Red),Rare,DYN030,$0.08,—
Shield Bash (Yellow),Rare,DYN031,$0.12,—
Shield Wall (Blue),Common,DYN038,$0.08,—
Shield Wall (Red),Common,DYN036,$0.10,—
Shield Wall (Yellow),Common,DYN037,$0.04,—
Shred (Blue),Rare,DYN132,$0.27,—
Shred (Red),Rare,DYN130,$0.31,—
Shred (Yellow),Rare,DYN131,$0.39,—
Silver,Common,DYN245,$0.14,—
Skull Crack,Majestic,DYN008,$3.02,—
Sky Fire Lanterns (Blue),Common,DYN190,$0.07,—
Sky Fire Lanterns (Red),Common,DYN188,$0.07,—
Sky Fire Lanterns (Yellow),Common,DYN189,$0.06,—
Slay the Scholars (Blue),Common,DYN147,$0.09,—
Slay the Scholars (Red),Common,DYN145,$0.09,—
Slay the Scholars (Yellow),Common,DYN146,$0.06,—
Spectral Procession,Majestic,DYN216,$0.23,—
Spectral Prowler (Blue),Common,DYN226,$0.09,—
Spectral Prowler (Red),Common,DYN224,$0.10,—
Spectral Prowler (Yellow),Common,DYN225,$0.09,—
Spectral Rider (Blue),Common,DYN229,$0.08,—
Spectral Rider (Red),Common,DYN227,$0.07,—
Spectral Rider (Yellow),Common,DYN228,$0.08,—
Spectral Shield,Common,DYN233,$0.12,—
Spell Fray Cloak,Rare,DYN237,$0.14,—
Spell Fray Gloves,Rare,DYN238,$0.17,—
Spell Fray Leggings,Rare,DYN239,$0.12,—
Spell Fray Tiara,Rare,DYN236,$0.14,—
Spellbane Aegis,Common,DYN246,$0.12,—
Spider's Bite (115),Rare,DYN115,$0.15,—
Spider's Bite (116),Rare,DYN116,$0.61,—
Spirit of Eirina,Legendary,DYN066,$48.46,—
Steelbraid Buckler,Rare,DYN027,$0.23,—
Surgent Aethertide,Majestic,DYN192,$0.39,—
Surgent Aethertide (Marvel),Marvel,DYN192,$56.23,—
Surgical Extraction,Majestic,DYN122,$8.22,—
Swell Tidings,Majestic,DYN195,$1.35,—
Tearing Shuko,Rare,DYN046,$0.12,—
Tempest Aurora (Blue),Common,DYN211,$0.08,—
Tempest Aurora (Red),Common,DYN209,$0.10,—
Tempest Aurora (Yellow),Common,DYN210,$0.08,—
Tiger Swipe,Majestic,DYN047,$0.65,—
Tome of Aeo,Majestic,DYN217,$0.46,—
Tranquil Passing (Blue),Rare,DYN223,$0.09,—
Tranquil Passing (Red),Rare,DYN221,$0.09,—
Tranquil Passing (Yellow),Rare,DYN222,$0.09,—
Urgent Delivery (Blue),Common,DYN109,$0.10,—
Urgent Delivery (Red),Common,DYN107,$0.08,—
Urgent Delivery (Yellow),Common,DYN108,$0.06,—
Visit the Imperial Forge (Blue),Common,DYN087,$0.09,—
Visit the Imperial Forge (Red),Common,DYN085,$0.09,—
Visit the Imperial Forge (Yellow),Common,DYN086,$0.10,—
Water Glow Lanterns (Blue),Common,DYN232,$0.06,—
Water Glow Lanterns (Red),Common,DYN230,$0.11,—
Water Glow Lanterns (Yellow),Common,DYN231,$0.08,—
Wave of Reality,Rare,DYN214,$0.19,—
Withstand (Blue),Common,DYN044,$0.14,—
Withstand (Red),Common,DYN042,$0.09,—
Withstand (Yellow),Common,DYN043,$0.10,—
"Yoji, Royal Protector",Majestic,DYN025,$0.51,—
Ash // Aether Ashwing,Token,DRO002/DRO003,$0.73,—
Billowing Mirage,Common,DRO012,$0.59,—
Brutal Assault,Common,DRO024,—,—
Critical Strike,Common,DRO023,—,—
Deep Blue,Common,DRO006,$0.25,—
Dromai,Rare,DRO001,$4.02,—
Dunebreaker Cenipai,Common,DRO015,$0.25,—
Dustup,Common,DRO014,$0.58,—
Embermaw Cenipai,Common,DRO016,$0.50,—
Enigma Chimera,Common,DRO020,—,—
Healing Balm,Common,DRO025,—,—
Ironhide Helm,Common,DRO005,$0.25,—
Ironhide Legs,Common,DRO008,$1.99,—
Lava Burst,Common,DRO010,$1.40,—
Oasis Respite,Common,DRO027,$1.28,—
Rake the Embers,Common,DRO011,$0.82,—
Ravenous Rabble,Common,DRO021,$1.00,—
Red Hot,Rare,DRO009,$0.25,—
Sigil of Solace,Rare,DRO026,$1.13,—
Silken Form,Common,DRO007,—,—
Sink Below,Common,DRO028,$3.59,—
Skittering Sands,Common,DRO013,—,—
Spears of Surreality,Common,DRO019,$0.25,—
Storm of Sandikai,Common,DRO004,$0.91,—
Sweeping Blow (Blue),Common,DRO018,—,—
Sweeping Blow (Red),Common,DRO017,$0.25,—
Wounding Blow,Common,DRO022,—,—
Blaze Headlong,Common,FAI010,$0.84,—
Brand with Cinderclaw (Red),Common,FAI020,$0.99,—
Cinderskin Devotion (Blue),Common,FAI026,$0.25,—
Cinderskin Devotion (Red),Common,FAI016,$0.25,—
Dust Runner Outlaw (Blue),Common,FAI024,$0.25,—
Dust Runner Outlaw (Red),Common,FAI018,$0.25,—
Fai,Rare,FAI001,$3.95,—
Flameborn Retribution,Common,FAI013,$0.25,—
Flamecall Awakening,Common,FAI012,$0.81,—
Flex (Red),Rare,FAI022,$0.25,—
Heat Wave,Common,FAI005,—,—
Hope Merchant's Hood,Common,FAI003,$0.99,—
Inflame,Common,FAI011,$0.62,—
Lava Vein Loyalty (Blue),Common,FAI025,$0.25,—
Lava Vein Loyalty (Red),Common,FAI015,$0.25,—
Phoenix Flame,Common,FAI008,—,—
Quelling Slippers,Common,FAI006,$0.24,—
Rebellious Rush (Red),Common,FAI017,$0.25,—
Rise From the Ashes (Red),Rare,FAI009,$0.98,—
Rise Up,Rare,FAI007,$0.25,—
Ronin Renegade (Blue),Common,FAI023,$0.25,—
Ronin Renegade (Red),Common,FAI019,—,—
Sash of Sandikai,Common,FAI004,—,—
Searing Emberblade,Token,FAI002,$13.99,—
Stoke the Flames,Common,FAI014,—,—
Trade In (Red),Common,FAI021,$0.25,—
Aether Ashwing // Ash,Token,UPR042//UPR043,$0.10,—
Aether Dart (Blue),Common,UPR175,$0.10,—
Aether Dart (Red),Common,UPR173,$0.09,—
Aether Dart (Yellow),Common,UPR174,$0.07,—
Aether Hail (Blue),Common,UPR129,$0.06,—
Aether Hail (Red),Common,UPR127,$0.07,—
Aether Hail (Yellow),Common,UPR128,$0.04,—
Aether Icevein (Blue),Common,UPR115,$0.07,—
Aether Icevein (Red),Common,UPR113,$0.07,—
Aether Icevein (Yellow),Common,UPR114,$0.08,—
Alluvion Constellas,Legendary,UPR166,$61.29,—
